title,origin,year,decision,criterio,motivo,decision_final,resolucion
An empirical analysis of navigation behaviors across stock and cryptocurrency trading platforms: implications for targeting and segmentation strategies,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Compara comportamientos de aversion a la perdida, optimismo y efecto manada entre inversionistas privados en plataformas de criptomonedas y acciones.",INCLUDE,
An uncertainty theory based tri-objective behavioral portfolio selection model with loss aversion and reference level using a modified evolutionary root system growth algorithm,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Modelo teorico de seleccion de portafolio conductual con aversion a la perdida y nivel de referencia, aporta evidencia teorica sobre el constructo aplicable a inversionistas (I3).",INCLUDE,
Framing effect and disposition effect: investment decisions tools to understand bounded rationality,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4",Estudia el efecto disposicion y el efecto framing como herramientas de decision de inversion bajo racionalidad limitada en inversionistas Gen Z.,INCLUDE,
Safe haven properties of industrial stocks against ESG in the United States: Portfolio implication for sustainable investments,Scopus + WoS,2024,EXCLUDE,E6,"Analisis cuantitativo de propiedades de refugio seguro de acciones industriales frente a ESG, sin constructo de riesgo conductual del inversionista.",EXCLUDE,
A century of asset allocation crash risk,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Examina el aspecto conductual de las decisiones de inversion, incluida la tolerancia al riesgo y el abandono de estrategias por panico ante perdidas, en la asignacion de activos a largo plazo.",INCLUDE,
Impact of Competent Persons’ judgements in Mineral Resources classification,Scopus only,2024,EXCLUDE,E6,Trata sobre la clasificacion de recursos minerales por juicio de Personas Competentes en mineria; la mencion de 'confianza del inversionista' es incidental y no aborda riesgo conductual.,EXCLUDE,
Measuring behavioral biases in individual investors decision-making and sociodemographic correlations: a systematic review,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4",Revision sistematica que mide sesgos conductuales y sus correlatos sociodemograficos en la toma de decisiones de inversionistas individuales.,INCLUDE,
Sovereign climate bonds: Policy innovation for just transitions in developing countries,Scopus only,2024,EXCLUDE,E6,"Bonos climaticos soberanos como innovacion de politica publica para paises en desarrollo; el perfilamiento de riesgo es a nivel pais/institucional, sin angulo conductual de inversionista individual.",EXCLUDE,
"“All are investing in Crypto, I fear of being missed out”: examining the influence of herding, loss aversion, and overconfidence in the cryptocurrency market with the mediating effect of FOMO",Scopus only,2024,INCLUDE,"I1,I2,I3,I4","Examina efecto manada, aversion a la perdida y exceso de confianza en decisiones de inversion en criptomonedas, mediadas por FOMO.",INCLUDE,
Comparative analysis of QUEST and CHAID decision tree methods in assessing the performance of conventional commercial banks,Scopus only,2024,EXCLUDE,E4,"Compara metodos de arboles de decision para evaluar el perfil de riesgo (RGEC) de bancos comerciales; es riesgo institucional/corporativo del banco, no conductual del inversionista.",EXCLUDE,
Finance and intelligence: An overview of the literature,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4",Revision de literatura sobre el vinculo entre inteligencia/capacidad cognitiva y aversion al riesgo/perdida en el comportamiento de inversion.,INCLUDE,
Do heuristics affect Brazilian investors’ decision-making process?,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Analiza como el exceso de confianza, el anclaje y la aversion a la perdida influyen en la toma de decisiones de inversionistas brasilenos.",INCLUDE,
Robo Advising and Investor Profiling,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4",Propone un metodo de perfilamiento de inversionistas basado en aversion relativa al riesgo para asesoria automatizada (robo-advising).,INCLUDE,
Behavioral Finance Biases: A Comprehensive Review on Regret Approach Studies in Portfolio Optimization,Scopus only,2024,INCLUDE,"I1,I2,I3,I4","Revision de modelos de sesgo de arrepentimiento (regret) en optimizacion de portafolios, sesgo conductual relacionado con la decision de inversion.",INCLUDE,
Unpacking the drivers of earnings management in CSR firms: influence of investor risk perception,Scopus + WoS,2024,UNCERTAIN,AMBIGUO,"Mezcla gestion de resultados contables (earnings management) en empresas CSR con percepcion de riesgo del inversionista como variable mediadora; el enfoque principal parece ser contable/corporativo, no conductual del inversionista.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Multitrend Conditional Value at Risk for Portfolio Optimization,Scopus only,2024,EXCLUDE,E6,"Metrica cuantitativa de riesgo (CVaR multitendencia) para optimizacion de portafolios mediante machine learning, sin constructo conductual del inversionista.",EXCLUDE,
A Multi-Kink quantile regression model with common structure for panel data analysis,Scopus only,2024,EXCLUDE,E6,"Modelo estadistico de regresion cuantilica multi-kink aplicado a retornos de portafolio, sin relacion con comportamiento del inversionista.",EXCLUDE,
Clustering Sukuk Using the K-Means Algorithm for Allocation of Investors Based on Investment Risk Profile,Scopus only,2024,INCLUDE,"I1,I2,I3,I4","Agrupa sukuk mediante K-Means para asignacion de inversionistas segun su perfil de riesgo (defensivo, conservador, balanceado, agresivo).",INCLUDE,
Construction of Investor Profiles Based on Risk Tolerance Prediction,Scopus only,2024,INCLUDE,"I1,I2,I3,I4",Construye perfiles de inversionistas mediante prediccion de tolerancia al riesgo usando IA explicable.,INCLUDE,
"Demystifying disposition effect: past, present and future",Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Revision hibrida (bibliometrica y de contenido) sobre el efecto disposicion, sesgo conductual central en la decision de inversion.",INCLUDE,
Method for Determining the Risk Profile of Investors based on the Relationship of two stock investing Problems,Scopus only,2024,INCLUDE,"I1,I2,I3,I4",Desarrolla un metodo matematico para determinar el perfil de riesgo del inversionista en el mercado bursatil.,INCLUDE,
Demystifying Robo-Advisors: Benefits and Limitations,Scopus only,2024,INCLUDE,"I1,I2,I3,I4",Examina el perfilamiento de riesgo y los sesgos conductuales de inversionistas privados en el contexto de robo-advisors.,INCLUDE,
Enhancing Investment Decision-making: Leveraging Smart Machine Learning Models for Risk Profiling and Portfolio Allocation,Scopus only,2024,INCLUDE,"I1,I2,I3,I4",Usa modelos de machine learning para perfilar el riesgo de inversionistas individuales y asignar portafolios segun su tolerancia al riesgo.,INCLUDE,
Additive Determination of an Investor’s Risk Tolerance in Asset Allocation,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4",Desarrolla un puntaje de evaluacion de riesgo para determinar la tolerancia al riesgo del inversionista minorista en la asignacion de activos.,INCLUDE,
Multinational corporations' capital allocation decisions across asymmetric risk locations: intertemporal equilibrium and optimal transitional adjustment paths,Scopus only,2024,EXCLUDE,E4,"Decisiones de asignacion de capital de corporaciones multinacionales entre ubicaciones con distinto perfil de riesgo; riesgo puramente corporativo/institucional, sin angulo conductual individual.",EXCLUDE,
SEISMIC RISK PROFILE DEFINITION FOR VULNERABLE HOUSING STOCK IN COLOMBIA,Scopus only,2024,EXCLUDE,E1,"Definicion del perfil de riesgo sismico del parque habitacional vulnerable en Colombia; riesgo de infraestructura fisica, sin relacion con perfiles conductuales de inversionistas.",EXCLUDE,
The Influence of COVID-19 and Subsequent Events on the Decision-Making of Retail Investors in Kingdom of Bahrain: A Behavioral Finance Analysis,Scopus only,2024,INCLUDE,"I1,I2,I3,I4",Analiza como el COVID-19 y eventos geopoliticos activaron sesgos conductuales que afectan la toma de decisiones de inversionistas minoristas en Bahrein.,INCLUDE,
Biases in Capital Market Instrument Investing Decisions: A Study from India,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Examina representatividad, anclaje y aversion a la perdida en las decisiones de inversion de inversionistas individuales en el mercado de capitales indio.",INCLUDE,
"Impact of gender, age, and education on investors’ behavior: An empirical study of Delhi-NCR",Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Analiza como exceso de confianza, anclaje, efecto manada, aversion a la perdida y contabilidad mental varian segun genero, edad y educacion en inversionistas minoristas.",INCLUDE,
BEHAVIOURAL FINANCE AND THE HOUSING MARKET,Scopus only,2024,EXCLUDE,I4,"Aplica teoria de las perspectivas y aversion a la perdida a decisiones de vivienda, pero el activo de inversion es un bien inmueble/fisico, no un activo financiero.",EXCLUDE,
Psychological biases and contextual factors as the determinants of financial satisfaction: an evidence-based study on individual investment decisions,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Examina sesgos psicologicos (exceso de confianza, aversion a la perdida, statu quo) y su relacion con la satisfaccion financiera en decisiones de inversion individuales.",INCLUDE,
Hidden Consequences of Consumer Protection on the Financial Market: Regulation-introduced Bias,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4",Analiza como la regulacion de proteccion al consumidor afecta la percepcion de riesgo de clientes minoristas en decisiones de inversion/banca.,INCLUDE,
"PERSONALITY, FINANCIAL LITERACY, AND FINANCIAL ADVICE-SEEKING IN THE MIDST OF A PANDEMIC",Scopus only,2024,INCLUDE,"I1,I2,I3,I4","Examina rasgos de personalidad, alfabetizacion financiera y tolerancia al riesgo en la busqueda de asesoria financiera de inversionistas bursatiles.",INCLUDE,
Behavioral Finance in Psycho-Social Approaches: A Literature Review,Scopus only,2024,INCLUDE,"I1,I2,I3,I4","Revision de literatura sobre finanzas conductuales desde enfoques psico-sociales, incluida la tolerancia al riesgo de los inversionistas.",INCLUDE,
The Influence of Emotions and Social Value Orientation on Risk Tolerance and Sustainable Investment Choices,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Examina como la orientacion al valor social, la inestabilidad emocional y factores demograficos determinan la tolerancia al riesgo financiero de inversionistas minoristas.",INCLUDE,
Behavioral finance impacts on US stock market volatility: An analysis of market anomalies,Scopus + WoS,2024,UNCERTAIN,AMBIGUO,"Vincula sesgos conductuales agregados (aversion a la perdida, efecto manada) con la volatilidad del mercado bursatil estadounidense a nivel macro, sin perfilamiento de inversionistas individuales.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Robo Advisors Revolution: Transforming Landscape of Mutual Fund Investments,Scopus only,2024,INCLUDE,"I1,I2,I3,I4",Examina como los robo-advisors reducen sesgos como aversion a la perdida y exceso de confianza en la inversion en fondos mutuos.,INCLUDE,
"Evaluating robo-advisors through behavioral finance: a critical review of technology potential, rationality, and investor expectations",Scopus only,2024,INCLUDE,"I1,I2,I3,I4","Revision critica de robo-advisors desde finanzas conductuales, incluyendo tolerancia al riesgo y sesgos en la toma de decisiones de inversion.",INCLUDE,
Conceptual Framework: Understanding the Influence of Monetary and Fiscal Policies on Investor Behavior in China’s Renewable Energy Sector,Scopus only,2024,INCLUDE,"I1,I2,I3,I4",Marco conceptual sobre como las politicas monetarias/fiscales influyen en el efecto manada y la aversion al riesgo de los inversionistas.,INCLUDE,
The Impact of Media News on Investors' Decision-Making According to their Degree of Risk-Taking,Scopus only,2024,INCLUDE,"I1,I2,I3,I4",Examina como las noticias afectan los estilos de decision de inversionistas segun su grado de tolerancia al riesgo en la bolsa de Teheran.,INCLUDE,
Analysis of factors affecting investors’ decision towards cryptocurrency investments in Saudia Arabia: A moderating role of fear of missing out (FOMO) on decision-making,Scopus only,2024,INCLUDE,"I1,I2,I3,I4","Examina riesgo percibido, influencia social y FOMO en las decisiones de inversion en criptomonedas de inversionistas sauditas.",INCLUDE,
